douyu(ljk播放器),#genre#
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8shandd
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8shandd
烟台影,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
济宁综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8shandd
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8shandd
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8shandd
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8shandd
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8shandd
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8shandd
菏泽影,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8shandd
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8shandd
枣庄新闻综合,http://stream.zzgd.tv/1/sd/live.m3u8shandd
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8shandd
枣庄教育,http://stream.zzgd.tv/2/sd/live.m3u8shandd
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8shandd
枣庄公共,http://stream.zzgd.tv/3/sd/live.m3u8shandd
东营综合,rtmp://stream.hhek.cn:9936/live/xwzh_sdshandd
东营公共,rtmp://stream.hhek.cn:9936/live/ggpd_sdshandd
东营科教,rtmp://stream.hhek.cn:9936/live/dyjy_sdshandd
潍坊新闻综合,http://sobeylingyun02pull.sobeylive.com/live/wf1pd.m3u8shandd
潍坊新闻综合,http://stream.wfcmw.cn/1/sd/live.m3u8shandd
潍坊农业,http://stream.wfcmw.cn/2/sd/live.m3u8shandd
潍坊农业,http://sobeylingyun02pull.sobeylive.com/live/wf2pd.m3u8shandd
潍坊公共,http://sobeylingyun02pull.sobeylive.com/live/wf3pd.m3u8shandd
潍坊公共,http://stream.wfcmw.cn/3/sd/live.m3u8shandd
潍坊科教,http://sobeylingyun02pull.sobeylive.com/live/wf4pd.m3u8shandd
潍坊科教,http://stream.wfcmw.cn/4/sd/live.m3u8shandd
滨州新闻综合,http://stream.bzcm.net/2/sd/live.m3u8shandd
滨州公共,http://stream.bzcm.net/1/sd/live.m3u8shandd
泰安新闻综合,rtmp://124.130.146.172/live/tatv0111shandd
垦利新闻,https://livealone302.iqilu.com/kenli/kenli_tv01/playlist.m3u8shandd
潍坊滨海新闻综合,https://livealone302.iqilu.com/binhai/binhai_tv.m3u8shandd
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8shandd
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8shandd
安徽,#genre#
安徽,http://39.135.32.10:6610/000000001000/anhuistv/1.m3u8IASHttpSessionId=OTTzanhd
合肥财经,http://223.244.92.30:808/lsdream/FRTSshY/1000/live.m3u8zanhd
合肥教育法制,http://223.244.92.30:808/lsdream/5EfK6HI/1000/live.m3u8zanhd
合肥教育法制,https://hylive.hfbtv.com/lsdream/5EfK6HI/1000/live.m3u8zanhd
合肥公共,https://hylive.hfbtv.com/lsdream/pytL5lE/1000/live.m3u8zanhd
合肥公共,http://223.244.92.30:808/lsdream/pytL5lE/1000/live.m3u8zanhd
池州新闻综合,http://cm.wshls.homecdn.com/live/4abdd.flvzanhd
池州新闻综合,http://cm.wshls.homecdn.com/live/829f.flvzanhd
池州公共,http://cm.wshls.homecdn.com/live/829d.m3u8zanhd
池州公共,http://cm.wshls.homecdn.com/live/829d.flvzanhd
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8zanhd
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8zanhd
宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8zanhd
铜陵新闻综合,http://dstpush1.retalltech.com/app/stream1.m3u8zanhd
铜陵公共,http://dstpush1.retalltech.com/app/stream2.m3u8zanhd
铜陵科教,http://dstpush1.retalltech.com/app/stream3.m3u8zanhd
亳州新闻,http://zbbf2.ahbztv.com/live/416.m3u8zanhd
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8zanhd
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8zanhd
黄山公共生活,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8zanhd
芜湖新闻综合,http://play.wuhunews.cn/whbtv/channel1_sd.m3u8zanhd
芜湖新闻综合,http://live1.wuhubtv.com/channel1/sd/live.m3u8zanhd
芜湖生活,http://play.wuhunews.cn/whbtv/channel2_sd.m3u8zanhd
芜湖生活,http://live1.wuhubtv.com/channel2/sd/live.m3u8zanhd
芜湖公共,http://play.wuhunews.cn/whbtv/channel3_sd.m3u8zanhd
芜湖公共,http://live1.wuhubtv.com/channel3/sd/live.m3u8zanhd
芜湖教育,http://play.wuhunews.cn/whbtv/channel4_sd.m3u8zanhd
芜湖教育,http://live1.wuhubtv.com/channel4/sd/live.m3u8zanhd
安庆公共,http://120.210.216.73:8080/ysten-business/live/SD12-576P-aqggpd/1.m3u8zanhd
安庆教育,http://120.210.216.73:8080/ysten-business/live/SD12-576P-aqhmx-jy/1.m3u8zanhd
六安新闻综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8zanhd
六安公共,http://pili-live-rtmp.luan2.hfmt.net/luan2/ggpd.m3u8zanhd
淮南新闻综合,http://stream.0554news.com/hnds1/sd/live.m3u8zanhd
淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8zanhd
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8zanhd
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8zanhd
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8zanhd
枞阳综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-zystv/1.m3u8zanhd
枞阳综合,http://112.27.89.235:8008/out_1/index.m3u8zanhd
繁昌新闻综合,https://hwapi.yunshicloud.com/3giqaj/i6v1o5.m3u8zanhd
繁昌文体娱乐,https://hwapi.yunshicloud.com/3giqaj/k46mx9.m3u8zanhd
南陵新闻综合,http://live2018.wuhunews.cn/video/s10010-nlnews/index.m3u8zanhd
湾沚区新闻综合,http://60.169.39.215:8090/live/ch0.m3u8zanhd
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8zanhd
定远综合,http://ssdyapp.cn/live/dyv1.m3u8zanhd
定远综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-czdy1pd/1.m3u8zanhd
明光综合,https://slvedio.slradio.cn/live/mgrmt1.m3u8zanhd
阜南新闻综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-fnxwzh/1.m3u8zanhd
阜南新闻综合,http://112.27.139.242:8278/fnxwzhd/playlist.m3u8zanhd
临泉新闻,http://120.210.216.73:8080/ysten-business/live/SD20-576P-linquan/1.m3u8zanhd
太和新闻综合,http://p2.weizan.cn/1110366022/132071060845712961/live.m3u8zanhd
广德新闻综合,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200324143845.m3u8zanhd
广德生活,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200515090119.m3u8zanhd
当涂新闻综合,http://newvideo.dangtutv.cn:8278/dt1/playlist.m3u8zanhd
含山新闻综合,http://223.241.197.199:1935/live/xinwen/playlist.m3u8zanhd
东至新闻综合,http://120.210.216.73:8080/ysten-business/live/HD12-1080P-czdzzh/1.m3u8zanhd
东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8zanhd
来安综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-czla1pd/1.m3u8zanhd
全椒综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-qjzhpd/1.m3u8zanhd
全椒生活,http://120.210.216.73:8080/ysten-business/live/SD12-576P-qjshpd/1.m3u8;{User-Agent@0151}
石台综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-czst/1.m3u8zanhd
石台综合,http://111.38.104.24:8090/hls/main0/playlist.m3u8zanhd
祁门综合,http://file.qmxrmt.com:8011/nmip-media/channellive/channel104572/playlist.m3u8zanhd
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1zanhd
歙县综合频道,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8zanhd
屯溪融媒,http://112.30.194.221:20080/live/63cfaf06e7064943b9a1b7d76d3470dd/hls.m3u8zanhd
屯溪融媒,rtmp://112.30.194.221:11935/live/63cfaf06e7064943b9a1b7d76d3470ddzanhd
休宁新闻综合,http://120.210.216.73:8080/ysten-business/live/hsxndst/1.m3u8zanhd
黟县综合,http://app.yixianfabu.com:1935/live/yixian/playlist.m3u8zanhd
黟县综合,http://114.104.147.15:1935/live/yixian/playlist.m3u8zanhd
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8zanhd
长丰新闻综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8zanhd
凤台综合,http://111.39.175.241:8088/live/fengtai1.m3u8zanhd
凤台综合,http://60.175.115.119:1935/live/zonghe/playlist.m3u8zanhd
凤台综合,rtmp://60.175.115.119:1935/live/zonghezanhd
凤台文化生活,http://60.175.115.119:1935/live/wenhua/playlist.m3u8zanhd
凤台文化生活,rtmp://60.175.115.119:1935/live/wenhuazanhd
霍邱新闻综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-huoqiu/1.m3u8zanhd
霍山综合,http://ahhsdb.chinashadt.com:1936/live/stream:ahws.stream/playlist.m3u8zanhd
金寨综合,http://112.26.80.214:1935/live/xinwen/playlist.m3u8zanhd
舒城新闻综合,http://220.180.24.62:1935/live/live2/playlist.m3u8zanhd
舒城文化旅游,http://220.180.24.62:1935/live/live1/playlist.m3u8zanhd
肥西综合,http://112.30.194.221:20080/live/7210e3a27cc64ac4a3f7aba2e2b683d5/hls.m3u8zanhd
肥西综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-fxxwzh/1.m3u8zanhd
利辛综合,http://linxinbf.fst1994.cn/live/xinwen.m3u8zanhd
利辛影,http://linxinbf.fst1994.cn/live/yingshi.m3u8zanhd
宿松影文艺,http://112.30.194.221:20080/live/dcdece140fe94d83a9e3a55a88e7537a/hls.m3u8zanhd
桐城新闻,http://pili-live-hls.ahtc.tianma3600.com/ahtc/tcxw.m3u8zanhd
贵州,#genre#
黔南新闻综合,rtmp://tv.qntv.net/channellive/ch1zguizd
黔南公共,rtmp://tv.qntv.net/channellive/ch2zguizd
安顺新闻,https://player.juyun.tv/camera/64413134.m3u8zguizd
六盘水综合,rtmp://tv.lpsntv.com:1935/channellive/ch1zguizd
六盘水公共,rtmp://tv.lpsntv.com:1935/channellive/ch2zguizd
清镇新闻综合,http://pili-live-rtmp.143.i2863.com/i2863-143/live_143_397273.m3u8zguizd
思南综合,https://pili-live-hdl-sndst.tianma3600.com/sndst2/dspd2.m3u8zguizd
思南综合,rtmp://pili-live-rtmp.sndst.tianma3600.com/sndst2/dspd2zguizd
松新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8zguizd
罗甸综合,http://pili-live-rtmp.210.i2863.com/i2863-210/live_210_050252.m3u8
七星关电视台,https://p2.weizan.cn/1681337293/692202026033145509/live.m3u8zguizd
湄潭综合,http://p2.weizan.cn/1635496647/663562647402642026/live.m3u8zguizd
仁怀新闻,https://ali-live.rh163.cn/live/app1.m3u8zguizd
广西,#genre#
梧州新闻综合,http://39.135.32.6:6610/PLTV/77777777/224/3221225989/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
玉林新闻综合,http://39.135.32.6:6610/PLTV/77777777/224/3221225838/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
玉林新闻综合,http://pili-live-hdl-gxyl2.tianma3600.com/gxyl2/ylzh.m3u8zguangxd
玉林公共频道,http://39.135.32.6:6610/PLTV/77777777/224/3221225835/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
河池新闻综合,http://39.135.32.6:6610/PLTV/77777777/224/3221225844/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
河池教育频道,http://39.135.32.6:6610/PLTV/77777777/224/3221225890/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
北海新闻综合,http://39.135.32.6:6610/PLTV/77777777/224/3221225879/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
北海新闻综合,https://cdn.gdlive.gdmain.com/live/lg36zk25.m3u8zguangxd
北海新闻综合,http://njgdmm-wshls.homecdn.com/live/4e8a2.m3u8zguangxd
贺州综合,http://39.135.32.6:6610/PLTV/77777777/224/3221225847/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
百色综合,http://39.135.32.6:6610/PLTV/77777777/224/3221225900/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
百色公共,http://39.135.32.6:6610/PLTV/77777777/224/3221225877/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
来宾综合,http://39.135.32.6:6610/PLTV/77777777/224/3221225903/index.m3u8servicetype=1&IASHttpSessionId=OTTzguangxd
来宾综合,https://cdn.gdlive.gdmain.com/live/0myxra90.m3u8zguangxd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8zguangxd
南宁新闻综合,rtmp://rtmp.nntv.cn/nnlive/NNTV_NEWS_Azguangxd
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8zguangxd
南宁影娱乐,rtmp://rtmp.nntv.cn/nnlive/NNTV_VOD_Azguangxd
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8zguangxd
南宁都市生活,rtmp://rtmp.nntv.cn/nnlive/NNTV_METRO_Azguangxd
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8zguangxd
玉林公共,http://pili-live-hdl-gxyl2.tianma3600.com/gxyl2/ylgg.m3u8zguangxd
北海经济科教,https://cdn.gdlive.gdmain.com/live/lnyxz495.m3u8zguangxd
崇左综合,https://cdn.gdlive.gdmain.com/live/lxzydpo5.m3u8zguangxd
灌阳新闻综合,https://cdn.gdlive.gdmain.com/live/02kzyoy0.m3u8zguangxd
灵川综合,https://cdn.gdlive.gdmain.com/live/lbzx2a8l.m3u8zguangxd
资源电视台,https://cdn.gdlive.gdmain.com/live/09oz9ba0.m3u8zguangxd
宾阳综合,https://cdn.gdlive.gdmain.com/live/5zzby3v5.m3u8zguangxd
宾阳综合,https://live-cdn.gxxw.com/gx/binyang/index.m3u8zguangxd
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8zguangxd
马山新闻综合,http://hls.nntv.cn/nnlive/MSTV_A.m3u8zguangxd
上林电视台,http://hls.nntv.cn/nnlive/SLTV_A.m3u8zguangxd
龙州综合,https://cdn.gdlive.gdmain.com/live/5pyxdeb5.m3u8zguangxd
龙州综合,https://live-cdn.gxxw.com/gx/longzhou/index.m3u8zguangxd
凭祥综合,https://cdn.gdlive.gdmain.com/live/0myxr890.m3u8zguangxd
凭祥综合,https://live-cdn.gxxw.com/gx/pingxiang/index.m3u8zguangxd
天等综合,https://cdn.gdlive.gdmain.com/live/51g1ap75.m3u8zguangxd
桂平综合,https://p2.weizan.cn/1483720625/592579884798131053/live.m3u8zguangxd
巴马综合,https://cdn.gdlive.gdmain.com/live/5ky6zx60.m3u8zguangxd
博白综合,http://live-cdn.gxxw.com/hls/a22/index.m3u8zguangxd
博白综合,https://live-cdn.gxxw.com/hls/a22/index.m3u8zguangxd
岑溪综合,https://cdn.gdlive.gdmain.com/live/02kzy3y0.m3u8zguangxd
融水综合,https://cdn.gdlive.gdmain.com/live/lnyxza95.m3u8zguangxd
融水综合,https://live-cdn.gxxw.com/gx/rongshui/index.m3u8
都安综合,https://cdn.gdlive.gdmain.com/live/lo2xza25.m3u8zguangxd
都安综合,https://live-cdn.gxxw.com/gx/duan/index.m3u8zguangxd
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8zguangxd
昭平综合,https://cdn.gdlive.gdmain.com/live/53xzyvv5.m3u8zguangxd
昭平综合,https://live-cdn.gxxw.com/gx/zhaoping/index.m3u8zguangxd
靖西综合,https://cdn.gdlive.gdmain.com/live/53xzybv5.m3u8zguangxd
乐业综合,https://cdn.gdlive.gdmain.com/live/lg36za25.m3u8zguangxd
乐业综合,https://live-cdn.gxxw.com/gx/leye/index.m3u8zguangxd
凌云综合,https://cdn.gdlive.gdmain.com/live/09oz9ka0.m3u8zguangxd
那坡综合,https://cdn.gdlive.gdmain.com/live/l7bxg260.m3u8zguangxd
田东综合,https://cdn.gdlive.gdmain.com/live/5aj79zp5.m3u8zguangxd
田东综合,https://live-cdn.gxxw.com/gx/tiandong/index.m3u8zguangxd
田阳综合,https://cdn.gdlive.gdmain.com/live/0yzvdpr5.m3u8zguangxd
西林综合,https://cdn.gdlive.gdmain.com/live/lj16xrkl.m3u8zguangxd
山西,#genre#
山西,http://39.135.32.10:6610/000000001000/SD-4000k-576P-shanxistv/1.m3u8IASHttpSessionId=OTTzshanxd
山西影院,http://liveflash.sxrtv.com/live/sxfilm.flvzshanxd
山西影院,http://liveflash.sxrtv.com/live/sxfilm.m3u8zshanxd
山西公共,http://liveflash.sxrtv.com/live/sxpublic.flvzshanxd
山西公共,http://liveflash.sxrtv.com/live/sxpublic.m3u8zshanxd
山西社会与法治,http://liveflash.sxrtv.com/live/sxedu.flvzshanxd
山西社会与法治,http://liveflash.sxrtv.com/live/sxedu.m3u8zshanxd
黄河电视台,http://liveflash.sxrtv.com/live/huanghe.flvzshanxd
黄河电视台,http://liveflash.sxrtv.com/live/huanghe.m3u8zshanxd
山西经济与科教,http://liveflash.sxrtv.com/live/sxfinance.flvzshanxd
山西经济与科教,http://liveflash.sxrtv.com/live/sxfinance.m3u8zshanxd
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8zshanxd
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8zshanxd
运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8zshanxd
运城公共频道,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8zshanxd
运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8zshanxd
晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8zshanxd
晋中新闻,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8zshanxd
晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8zshanxd
长治新闻综合,http://111.53.105.2:8084/4b0bcd8509d748358b4450921fc3443b/h264_300k_ts/index.m3u8type=hls_live_redirect;{User-Agent@0151zshanxd}
长治公共,http://111.53.105.2:8084/7223161a96984d81b711d762d7e7fdd1/h264_300k_ts/index.m3u8type=hls_live_redirect;{User-Agent@0151zshanxd}
长治教育,http://111.53.105.2:8084/2b7f0174d0f44c34bf466fc0ab801a3a/h264_300k_ts/index.m3u8type=hls_live_redirect;{User-Agent@0151zshanxd}
柳林综合,http://pili-live-rtmp.212.i2863.com/i2863-212/live_212_336940.m3u8zshanxd
离石综合,https://p4.weizan.cn/1135473620/373615394535215266/live.m3u8zshanxd
文水新闻综合,http://wenshuicnc.v.wscdns.com/wenshui/wenshuiyidong_10097/index.m3u8zshanxd
孝义新闻综合,http://app.xygdcm.com:2036/live/stream:xy1.stream/playlist.m3u8zshanxd
壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8zshanxd
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8zshanxd
屯留综合,http://qqlivepull.seedata.top/live/tunliu_video1.m3u8zshanxd
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8zshanxd
武乡新闻综合,http://60.220.198.84:81/0.m3u8
襄垣电视,http://video.xyxrmt.com/lsdream/2MAgsgb/1000/live.m3u8zshanxd
长子综合,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8zshanxd
长子综合,rtmp://zzlive.zzc-media.com/live/xwzhzshanxd
阳曲综合,https://83awgyp5.live.sxmty.com/live/hls/6f6f4b36f9bd42628b718b595ba507ed/724b7e8907a8414d873eb2a2f69bfa18.m3u8zshanxd
怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8zshanxd
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8zshanxd
平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8zshanxd
大宁综合,http://live.daningtv.com/channel1/sd/live.m3u8zshanxd
汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8zshanxd
吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8zshanxd
襄汾综合,http://7sycrzf7.live.sxmty.com/live/hls/da9222d15ce7491d85fe3519e5201df5/af161dfd2a434b22b3b75fdd72fb9038-1.m3u8zshanxd
翼城综合,http://live.aiyicheng.com.cn/channel1/sd/live.m3u8zshanxd
太谷新闻综合,https://p2.weizan.cn/1725814272/035167554667993420/live.m3u8zshanxd
万荣综合,http://pili-live-hls.217.i2863.com/i2863-217/live_217_867556.m3u8zshanxd
闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8zshanxd
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8zshanxd
宁武综合,https://fvsln5ps.live.sxmty.com/live/hls/7922d2cdc4734bb3921826418cfa992d/cd7756e2135a48758e73017d502d8ec1-1.m3u8zshanxd
五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8zshanxd
原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8zshanxd
高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8zshanxd
阳城电视台,https://liveout.ycxrmt.cn/i9i45p/en7atk.m3u8zshanxd
重庆,#genre#
重庆,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-chongqingstv/1.m3u8IASHttpSessionId=OTTzzhongqd
垫江综合,http://125.62.24.185:80/1.m3u8zzhongqd
大足综合,http://218.201.85.71:3170/m3u8zzhongqd
重庆汽摩,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225506/2/index.m3u8fmt=ts2hlszzhongqd
重庆电信IPTV导视,https://zbxclive.cbg.cn/app_2/ls_105.stream/chunklist.m3u8zzhongqd
重庆联通IPTV导视,https://zbxclive.cbg.cn/app_2/ls_106.stream/chunklist.m3u8zzhongqd
中国交通重庆,http://tv.lanjingfm.com/cctbn/chongqing.m3u8zzhongqd
铜梁综合,http://183.64.174.171:40123/ch1.m3u8zzhongqd
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8zzhongqd
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8zzhongqd
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8zzhongqd
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8zzhongqd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8zzhongqd
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8zzhongqd
潼南综合,http://183.230.184.51:65500/tntv1.m3u8zzhongqd
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8zzhongqd
武隆综合频道,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8zzhongqd
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8zzhongqd
北碚综合,http://222.178.181.121:12034/beibei01.m3u8zzhongqd
河南,#genre#
河南都市,http://123.6.9.146/live/jz-henandushi/live.m3u8zhend
河南民生,http://123.6.9.146/live/jz-henanminsheng/live.m3u8zhend
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8zhend
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8zhend
洛阳综合频道,http://wshls.live.migucloud.com/live/JARXUQWI_C0/playlist.m3u8zhend
洛阳科教频道,http://wshls.live.migucloud.com/live/3WH8OBTJ_C0/playlist.m3u8zhend
洛阳文旅频道,http://wshls.live.migucloud.com/live/G8B61RHW_C0/playlist.m3u8zhend
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8zhend
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8zhend
焦作教育频道,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8zhend
睛彩焦作频道,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8zhend
濮阳公共频道,http://p4.weizan.cn/596962/573388626766862967/live.m3u8zhend
许昌综合频道,http://live.s23.net:2015/live/smil:xczh.smil/playlist.m3u8DVRzhend
许昌公共频道,http://live.s23.net:2015/live/smil:xcgg.smil/playlist.m3u8DVRzhend
许昌农业科教,http://live.s23.net:2015/live/smil:nykj.smil/playlist.m3u8DVRzhend
睛彩许昌频道,http://live.s23.net:2015/live/smil:jcxc.smil/playlist.m3u8DVRzhend
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8zhend
开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8zhend
周口新闻综合,http://tv.zkxww.com:1935/live1/mp4:ch1-500k/playlist.m3u8DVRzhend
周口公共频道,http://tv.zkxww.com:1935/live2/mp4:ch2-500k/playlist.m3u8DVRzhend
周口教育频道,http://tv.zkxww.com:1935/live3/mp4:ch3-500k/playlist.m3u8DVRzhend
周口图文信息,http://tv.zkxww.com:1935/live4/mp4:ch4-500k/playlist.m3u8DVRzhend
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8zhend
鹤壁综合频道,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8zhend
永城卫建,http://tvpull.dxhmt.cn/tv/11481-3.m3u8zhend
永城综合,http://tvpull.dxhmt.cn/tv/11481-4.m3u8zhend
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8zhend
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8zhend
嵩县综合新闻,http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8zhend
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8zhend
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8zhend
偃师新闻频道,http://wshls.live.migucloud.com/live/K7AFC7J6_C0/playlist.m3u8zhend
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8zhend
沁阳新闻综合,http://live.qinyangtv.com:82/channel1/sd/live.m3u8zhend
